index,name,desc,higher_level,range,components,material,ritual,duration,concentration,casting_time,level,attack_type,classes,subclasses,url,damage.damage_type.index,damage.damage_type.name,damage.damage_type.url,damage.damage_at_slot_level.2,damage.damage_at_slot_level.3,damage.damage_at_slot_level.4,damage.damage_at_slot_level.5,damage.damage_at_slot_level.6,damage.damage_at_slot_level.7,damage.damage_at_slot_level.8,damage.damage_at_slot_level.9,school.index,school.name,school.url,damage.damage_at_character_level.1,damage.damage_at_character_level.5,damage.damage_at_character_level.11,damage.damage_at_character_level.17,dc.dc_type.index,dc.dc_type.name,dc.dc_type.url,dc.dc_success,heal_at_slot_level.2,heal_at_slot_level.3,heal_at_slot_level.4,heal_at_slot_level.5,heal_at_slot_level.6,heal_at_slot_level.7,heal_at_slot_level.8,heal_at_slot_level.9,area_of_effect.type,area_of_effect.size,dc.desc,damage.damage_at_slot_level.1,heal_at_slot_level.1
longstrider,Longstrider,"[""You touch a creature. The target's speed increases by 10 feet until the spell ends.""]","['When you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each spell slot above 1st.']",Touch,"['V', 'S', 'M']",A pinch of dirt.,False,1 hour,False,1 action,1,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'ranger', 'name': 'Ranger', 'url': '/api/classes/ranger'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/longstrider,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,
mage-armor,Mage Armor,"[""You touch a willing creature who isn't wearing armor, and a protective magical force surrounds it until the spell ends. The target's base AC becomes 13 + its Dexterity modifier. The spell ends if the target dons armor or if you dismiss the spell as an action.""]",,Touch,"['V', 'S', 'M']",A piece of cured leather.,False,8 hours,False,1 action,1,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/mage-armor,,,,,,,,,,,,abjuration,Abjuration,/api/magic-schools/abjuration,,,,,,,,,,,,,,,,,,,,,
mage-hand,Mage Hand,"['A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration or until you dismiss it as an action. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again.', 'You can use your action to control the hand. You can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial. You can move the hand up to 30 feet each time you use it.', ""The hand can't attack, activate magic items, or carry more than 10 pounds.""]",,30 feet,"['V', 'S']",,False,1 minute,False,1 action,0,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/mage-hand,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,,,,,
magic-circle,Magic Circle,"['You create a 10-foot radius, 20-foot-tall cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear whetever the cylinder intersects with the floor or other surface.', 'Choose one or more of the following types of creatures: celestials, elementals, fey, fiends, or undead. The circle affects a creature of the chosen type in the following ways:', ""- The creature can't willingly enter the cylinder by nonmagical means. If the creature tries to use teleportation or interplanar travel to do so, it must first succeed on a charisma saving throw."", '- The creature has disadvantage on attack rolls against targets within the cylinder.', ""- Targets within the cylinder can't be charmed, frightened, or possessed by the creature."", 'When you cast this spell, you can elect to cause its magic to operate in the reverse direction, preventing a creature of the specified type from leaving the cylinder and protecting targets outside it.']","['When you cast this spell using a spell slot of 4th level or higher, the duration increases by 1 hour for each slot level above 3rd.']",10 feet,"['V', 'S', 'M']","Holy water or powdered silver and iron worth at least 100 gp, which the spell consumes.",False,1 hour,False,1 minute,3,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/magic-circle,,,,,,,,,,,,abjuration,Abjuration,/api/magic-schools/abjuration,,,,,cha,CHA,/api/ability-scores/cha,other,,,,,,,,,cylinder,10.0,"If the creature tries to use teleportation or interplanar travel to do so, it must first succeed on a Charisma saving throw.",,
magic-jar,Magic Jar,"[""Your body falls into a catatonic state as your soul leaves it and enters the container you used for the spell's material component. While your soul inhabits the container, you are aware of your surroundings as if you were in the container's space. You can't move or use reactions. The only action you can take is to project your soul up to 100 feet out of the container, either returning to your living body (and ending the spell) or attempting to possess a humanoids body."", ""You can attempt to possess any humanoid within 100 feet of you that you can see (creatures warded by a protection from evil and good or magic circle spell can't be possessed). The target must make a charisma saving throw. On a failure, your soul moves into the target's body, and the target's soul becomes trapped in the container. On a success, the target resists your efforts to possess it, and you can't attempt to possess it again for 24 hours."", ""Once you possess a creature's body, you control it. Your game statistics are replaced by the statistics of the creature, though you retain your alignment and your Intelligence, Wisdom, and Charisma scores. You retain the benefit of your own class features. If the target has any class levels, you can't use any of its class features."", ""Meanwhile, the possessed creature's soul can perceive from the container using its own senses, but it can't move or take actions at all."", ""While possessing a body, you can use your action to return from the host body to the container if it is within 100 feet of you, returning the host creature's soul to its body. If the host body dies while you're in it, the creature dies, and you must make a charisma saving throw against your own spellcasting DC. On a success, you return to the container if it is within 100 feet of you. Otherwise, you die."", ""If the container is destroyed or the spell ends, your soul immediately returns to your body. If your body is more than 100 feet away from you or if your body is dead when you attempt to return to it, you die. If another creature's soul is in the container when it is destroyed, the creature's soul returns to its body if the body is alive and within 100 feet. Otherwise, that creature dies."", 'When the spell ends, the container is destroyed.']",,Self,"['V', 'S', 'M']","A gem, crystal, reliquary, or some other ornamental container worth at least 500 gp.",False,Until dispelled,False,1 minute,6,,"[{'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/magic-jar,,,,,,,,,,,,necromancy,Necromancy,/api/magic-schools/necromancy,,,,,cha,CHA,/api/ability-scores/cha,other,,,,,,,,,,,"On a failure, your soul moves into the target's body, and the target's soul becomes trapped in the container. On a success, the target resists your efforts to possess it, and you can't attempt to possess it again for 24 hours.",,
magic-missile,Magic Missile,"['You create three glowing darts of magical force. Each dart hits a creature of your choice that you can see within range. A dart deals 1d4 + 1 force damage to its target. The darts all strike simultaneously, and you can direct them to hit one creature or several.']","['When you cast this spell using a spell slot of 2nd level or higher, the spell creates one more dart for each slot level above 1st.']",120 feet,"['V', 'S']",,False,Instantaneous,False,1 action,1,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/magic-missile,force,Force,/api/damage-types/force,1d4 + 1,1d4 + 1,1d4 + 1,1d4 + 1,1d4 + 1,1d4 + 1,1d4 + 1,1d4 + 1,evocation,Evocation,/api/magic-schools/evocation,,,,,,,,,,,,,,,,,,,,1d4 + 1,
magic-mouth,Magic Mouth,"['You plant a message to an object in the range of the spell. The message is verbalized when the trigger conditions are met. Choose an object that you see, and that is not worn or carried by another creature. Then say the message, which should not exceed 25 words but listening can take up to 10 minutes. Finally, establish the circumstances that trigger the spell to deliver your message.', 'When these conditions are satisfied, a magical mouth appears on the object and it articulates the message imitating your voice, the same tone used during implantation of the message. If the selected object has a mouth or something that approaches such as the mouth of a statue, the magic mouth come alive at this point, giving the illusion that the words come from the mouth of the object.', 'When you cast this spell, you may decide that the spell ends when the message is delivered or it can persist and repeat the message whenever circumstances occur.', 'The triggering circumstance can be as general or as detailed as you like, though it must be based on visual or audible conditions that occur within 30 feet of the object. For example, you could instruct the mouth to speak when any creature moves within 30 feet of the object or when a silver bell rings within 30 feet of it.']",,30 feet,"['V', 'S', 'M']","A honeycomb and jade dust of at least 10 inches, the spell consumes.",True,Until dispelled,False,1 minute,2,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/magic-mouth,,,,,,,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,,,,,,,,,,,,,,,,,
magic-weapon,Magic Weapon,"['You touch a nonmagical weapon. Until the spell ends, that weapon becomes a magic weapon with a +1 bonus to attack rolls and damage rolls.']","['When you cast this spell using a spell slot of 4th level or higher, the bonus increases to +2. When you use a spell slot of 6th level or higher, the bonus increases to +3.']",Touch,"['V', 'S']",,False,Up to 1 hour,True,1 bonus action,2,,"[{'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/magic-weapon,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,
magnificent-mansion,Magnificent Mansion,"['You conjure an extradimensional dwelling in range that lasts for the duration. You choose where its one entrance is located. The entrance shimmers faintly and is 5 feet wide and 10 feet tall. You and any creature you designate when you cast the spell can enter the extradimensional dwelling as long as the portal remains open. You can open or close the portal if you are within 30 feet of it. While closed, the portal is invisible.', 'Beyond the portal is a magnificent foyer with numerous chambers beyond. The atmosphere is clean, fresh, and warm.', ""You can create any floor plan you like, but the space can't exceed 50 cubes, each cube being 10 feet on each side. The place is furnished and decorated as you choose. It contains sufficient food to serve a nine course banquet for up to 100 people. A staff of 100 near-transparent servants attends all who enter. You decide the visual appearance of these servants and their attire. They are completely obedient to your orders. Each servant can perform any task a normal human servant could perform, but they can't attack or take any action that would directly harm another creature. Thus the servants can fetch things, clean, mend, fold clothes, light fires, serve food, pour wine, and so on. The servants can go anywhere in the mansion but can't leave it. Furnishings and other objects created by this spell dissipate into smoke if removed from the mansion. When the spell ends, any creatures inside the extradimensional space are expelled into the open spaces nearest to the entrance.""]",,300 feet,"['V', 'S', 'M']","A miniature portal carved from ivory, a small piece of polished marble, and a tiny silver spoon, each item worth at least 5 gp.",False,24 hours,False,1 minute,7,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/magnificent-mansion,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,cube,5.0,,,
major-image,Major Image,"[""You create the image of an object, a creature, or some other visible phenomenon that is no larger than a 20-foot cube. The image appears at a spot that you can see within range and lasts for the duration. It seems completely real, including sounds, smells, and temperature appropriate to the thing depicted. You can't create sufficient heat or cold to cause damage, a sound loud enough to deal thunder damage or deafen a creature, or a smell that might sicken a creature (like a troglodyte's stench)."", 'As long as you are within range of the illusion, you can use your action to cause the image to move to any other spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking. Similarly, you can cause the illusion to make different sounds at different times, even making it carry on a conversation, for example.', 'Physical interaction with the image reveals it to be an illusion, because things can pass through it. A creature that uses its action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and its other sensory qualities become faint to the creature.']","['When you cast this spell using a spell slot of 6th level or higher, the spell lasts until dispelled, without requiring your concentration.']",120 feet,"['V', 'S', 'M']",A bit of fleece.,False,Up to 10 minutes,True,1 action,3,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/major-image,,,,,,,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,,,,,,,,,,,,,,,,,
mass-cure-wounds,Mass Cure Wounds,['A wave of healing energy washes out from a point of your choice within range. Choose up to six creatures in a 30-foot-radius sphere centered on that point. Each target regains hit points equal to 3d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs.'],"['When you cast this spell using a spell slot of 6th level or higher, the healing increases by 1d8 for each slot level above 5th.']",60 feet,"['V', 'S']",,False,Instantaneous,False,1 action,5,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]","[{'index': 'life', 'name': 'Life', 'url': '/api/subclasses/life'}]",/api/spells/mass-cure-wounds,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,3d8 + MOD,4d8 + MOD,5d8 + MOD,6d8 + MOD,7d8 + MOD,sphere,30.0,,,
mass-heal,Mass Heal,"['A flood of healing energy flows from you into injured creatures around you. You restore up to 700 hit points, divided as you choose among any number of creatures that you can see within range. Creatures healed by this spell are also cured of all diseases and any effect making them blinded or deafened. This spell has no effect on undead or constructs.']",,60 feet,"['V', 'S']",,False,Instantaneous,False,1 action,9,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],/api/spells/mass-heal,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,700,,,,,
mass-healing-word,Mass Healing Word,"['As you call out words of restoration, up to six creatures of your choice that you can see within range regain hit points equal to 1d4 + your spellcasting ability modifier. This spell has no effect on undead or constructs.']","['When you cast this spell using a spell slot of 4th level or higher, the healing increases by 1d4 for each slot level above 3rd.']",60 feet,['V'],,False,Instantaneous,False,1 bonus action,3,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/mass-healing-word,,,,,,,,,,,,evocation,Evocation,/api/magic-schools/evocation,,,,,,,,,,1d4 + MOD,2d4 + MOD,3d4 + MOD,4d4 + MOD,5d4 + MOD,6d4 + MOD,7d4 + MOD,,,,,
mass-suggestion,Mass Suggestion,"[""You suggest a course of activity (limited to a sentence or two) and magically influence up to twelve creatures of your choice that you can see within range and that can hear and understand you. Creatures that can't be charmed are immune to this effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act automatically negates the effect of the spell."", 'Each target must make a wisdom saving throw. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course of action can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.', ""You can also specify conditions that will trigger a special activity during the duration. For example, you might suggest that a group of soldiers give all their money to the first beggar they meet. If the condition isn't met before the spell ends, the activity isn't performed."", 'If you or any of your companions damage a creature affected by this spell, the spell ends for that creature.']","['When you cast this spell using a 7th-level spell slot, the duration is 10 days. When you use an 8th-level spell slot, the duration is 30 days. When you use a 9th-level spell slot, the duration is a year and a day.']",60 feet,"['V', 'M']",A snake's tongue and either a bit of honeycomb or a drop of sweet oil.,False,24 hours,False,1 action,6,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/mass-suggestion,,,,,,,,,,,,enchantment,Enchantment,/api/magic-schools/enchantment,,,,,wis,WIS,/api/ability-scores/wis,none,,,,,,,,,,,,,
maze,Maze,"['You banish a creature that you can see within range into a labyrinthine demiplane. The target remains there for the duration or until it escapes the maze.', 'The target can use its action to attempt to escape. When it does so, it makes a DC 20 Intelligence check. If it succeeds, it escapes, and the spell ends (a minotaur or goristro demon automatically succeeds).', 'When the spell ends, the target reappears in the space it left or, if that space is occupied, in the nearest unoccupied space.']",,60 feet,"['V', 'S']",,False,Up to 10 minutes,True,1 action,8,,"[{'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/maze,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,,,,,
meld-into-stone,Meld Into Stone,"['You step into a stone object or surface large enough to fully contain your body, melding yourself and all the equipment you carry with the stone for the duration. Using your movement, you step into the stone at a point you can touch. Nothing of your presence remains visible or otherwise detectable by nonmagical senses.', ""While merged with the stone, you can't see what occurs outside it, and any Wisdom (Perception) checks you make to hear sounds outside it are made with disadvantage. You remain aware of the passage of time and can cast spells on yourself while merged in the stone. You can use your movement to leave the stone where you entered it, which ends the spell. You otherwise can't move."", ""Minor physical damage to the stone doesn't harm you, but its partial destruction or a change in its shape (to the extent that you no longer fit within it) expels you and deals 6d6 bludgeoning damage to you. The stone's complete destruction (or transmutation into a different substance) expels you and deals 50 bludgeoning damage to you. If expelled, you fall prone in an unoccupied space closest to where you first entered.""]",,Touch,"['V', 'S']",,True,8 hours,False,1 action,3,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",/api/spells/meld-into-stone,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,
mending,Mending,"['This spell repairs a single break or tear in an object you touch, such as a broken key, a torn cloak, or a leaking wineskin. As long as the break or tear is no longer than 1 foot in any dimension, you mend it, leaving no trace of the former damage.', ""This spell can physically repair a magic item or construct, but the spell can't restore magic to such an object.""]",,Touch,"['V', 'S', 'M']",Two lodestones.,False,Instantaneous,False,1 minute,0,,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/mending,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,
message,Message,"['You point your finger toward a creature within range and whisper a message. The target (and only the target) hears the message and can reply in a whisper that only you can hear.', ""You can cast this spell through solid objects if you are familiar with the target and know it is beyond the barrier. Magical silence, 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood blocks the spell. The spell doesn't have to follow a straight line and can travel freely around corners or through openings.""]",,120 feet,"['V', 'S', 'M']",A short piece of copper wire.,False,1 round,False,1 action,0,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/message,,,,,,,,,,,,transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,
meteor-swarm,Meteor Swarm,"['Blazing orbs of fire plummet to the ground at four different points you can see within range. Each creature in a 40-foot-radius sphere centered on each point you choose must make a dexterity saving throw. The sphere spreads around corners. A creature takes 20d6 fire damage and 20d6 bludgeoning damage on a failed save, or half as much damage on a successful one. A creature in the area of more than one fiery burst is affected only once.', ""The spell damages objects in the area and ignites flammable objects that aren't being worn or carried.""]",,1 mile,"['V', 'S']",,False,Instantaneous,False,1 action,9,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/meteor-swarm,fire,Fire,/api/damage-types/fire,,,,,,,,20d6 + 20d6,evocation,Evocation,/api/magic-schools/evocation,,,,,dex,DEX,/api/ability-scores/dex,half,,,,,,,,,sphere,40.0,,,
mind-blank,Mind Blank,"[""Until the spell ends, one willing creature you touch is immune to psychic damage, any effect that would sense its emotions or read its thoughts, divination spells, and the charmed condition. The spell even foils wish spells and spells or effects of similar power used to affect the target's mind or to gain information about the target.""]",,Touch,"['V', 'S']",,False,24 hours,False,1 action,8,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/mind-blank,,,,,,,,,,,,abjuration,Abjuration,/api/magic-schools/abjuration,,,,,,,,,,,,,,,,,,,,,
minor-illusion,Minor Illusion,"['You create a sound or an image of an object within range that lasts for the duration. The illusion also ends if you dismiss it as an action or cast this spell again.', ""If you create a sound, its volume can range from a whisper to a scream. It can be your voice, someone else's voice, a lion's roar, a beating of drums, or any other sound you choose. The sound continues unabated throughout the duration, or you can make discrete sounds at different times before the spell ends."", ""If you create an image of an object--such as a chair, muddy footprints, or a small chest--it must be no larger than a 5-foot cube. The image can't create sound, light, smell, or any other sensory effect. Physical interaction with the image reveals it to be an illusion, because things can pass through it."", 'If a creature uses its action to examine the sound or image, the creature can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the illusion becomes faint to the creature.']",,30 feet,"['S', 'M']",A bit of fleece.,False,1 minute,False,1 action,0,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}]",/api/spells/minor-illusion,,,,,,,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,,,,,,,,,,,,,,,,,
mirage-arcane,Mirage Arcane,"[""You make terrain in an area up to 1 mile square look, sound, smell, and even feel like some other sort of terrain. The terrain's general shape remains the same, however. Open fields or a road could be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road."", ""Similarly, you can alter the appearance of structures, or add them where none are present. The spell doesn't disguise, conceal, or add creatures."", ""The illusion includes audible, visual, tactile, and olfactory elements, so it can turn clear ground into difficult terrain (or vice versa) or otherwise impede movement through the area. Any piece of the illusory terrain (such as a rock or stick) that is removed from the spell's area disappears immediately."", ""Creatures with truesight can see through the illusion to the terrain's true form; however, all other elements of the illusion remain, so while the creature is aware of the illusion's presence, the creature can still physically interact with the illusion.""]",,Sight,"['V', 'S']",,False,10 days,False,10 minutes,7,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/mirage-arcane,,,,,,,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,,,,,,,,,,,,,cube,5280.0,,,
mirror-image,Mirror Image,"[""Three illusory duplicates of yourself appear in your space. Until the spell ends, the duplicates move with you and mimic your actions, shifting position so it's impossible to track which image is real. You can use your action to dismiss the illusory duplicates."", ""Each time a creature targets you with an attack during the spell's duration, roll a d20 to determine whether the attack instead targets one of your duplicates."", ""If you have three duplicates, you must roll a 6 or higher to change the attack's target to a duplicate. With two duplicates, you must roll an 8 or higher. With one duplicate, you must roll an 11 or higher."", ""A duplicate's AC equals 10 + your Dexterity modifier. If an attack hits a duplicate, the duplicate is destroyed. A duplicate can be destroyed only by an attack that hits it. It ignores all other damage and effects. The spell ends when all three duplicates are destroyed."", ""A creature is unaffected by this spell if it can't see, if it relies on senses other than sight, such as blindsight, or if it can perceive illusions as false, as with truesight.""]",,Self,"['V', 'S']",,False,1 minute,False,1 action,2,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",/api/spells/mirror-image,,,,,,,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,,,,,,,,,,,,,,,,,
mislead,Mislead,"['You become invisible at the same time that an illusory double of you appears where you are standing. The double lasts for the duration, but the invisibility ends if you attack or cast a spell.', 'You can use your action to move your illusory double up to twice your speed and make it gesture, speak, and behave in whatever way you choose.', 'You can see through its eyes and hear through its ears as if you were located where it is. On each of your turns as a bonus action, you can switch from using its senses to using your own, or back again. While you are using its senses, you are blinded and deafened in regard to your own surroundings.']",,Self,['S'],,False,Up to 1 hour,True,1 action,5,,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],/api/spells/mislead,,,,,,,,,,,,illusion,Illusion,/api/magic-schools/illusion,,,,,,,,,,,,,,,,,,,,,
misty-step,Misty Step,"['Briefly surrounded by silvery mist, you teleport up to 30 feet to an unoccupied space that you can see.']",,Self,['V'],,False,Instantaneous,False,1 bonus action,2,,"[{'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'lore', 'name': 'Lore', 'url': '/api/subclasses/lore'}, {'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",/api/spells/misty-step,,,,,,,,,,,,conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,,,,,
